id,status,response_time,body,tsbefore,tsafter
60,200,24506258,22958072,1573526710048576698,1573526710073054191
61,200,24092483,22482454,1573526710073088872,1573526710097152715
62,200,22461392,20393643,1573526710097187612,1573526710119620193
63,200,20029936,18343025,1573526710119655206,1573526710139656236
64,200,19734300,18128531,1573526710139691592,1573526710159360813
65,200,20659953,18981672,1573526710159432970,1573526710180032874
66,200,20695704,19105013,1573526710180100439,1573526710200746883
67,200,20023434,17393787,1573526710200802618,1573526710220773568
68,200,20717874,18155494,1573526710220831397,1573526710241517199
69,200,19329303,17520900,1573526710241554926,1573526710260854328
70,200,20627171,18113843,1573526710260891010,1573526710281488715
71,200,19857531,18208992,1573526710281524418,1573526710301351097
72,200,22152604,20281951,1573526710301495357,1573526710323616939
73,200,18894272,17275117,1573526710323654417,1573526710342523878
74,200,20064542,18396935,1573526710342553621,1573526710362563927
75,200,20415922,17595448,1573526710362624661,1573526710383009868
76,200,19752834,17871907,1573526710383046793,1573526710402754299
77,200,25762195,23828541,1573526710402804685,1573526710428544039
78,200,21370153,18469000,1573526710428571983,1573526710449918386
79,200,22027570,20086394,1573526710449947085,1573526710471949803
80,200,20745312,18721754,1573526710471980055,1573526710492703383
81,200,20347153,18342906,1573526710492730720,1573526710513057291
82,200,28866069,26932706,1573526710513083286,1573526710541926291
83,200,19599025,17638405,1573526710541954373,1573526710561532281
84,200,21283548,19052862,1573526710561558305,1573526710582818088
85,200,33190801,31111234,1573526710582847038,1573526710616010573
86,200,38817218,30810199,1573526710616044403,1573526710654839609
87,200,22530355,20839898,1573526710654866756,1573526710677370348
88,200,20408205,18747566,1573526710677403184,1573526710697788980
89,200,19683808,18072603,1573526710697816635,1573526710717479143
90,200,21984415,20146586,1573526710717505381,1573526710739469395
91,200,21258778,19538416,1573526710739494665,1573526710760729831
92,200,20499620,18935733,1573526710760758283,1573526710781235588
93,200,19858478,17887535,1573526710781262797,1573526710801101012
94,200,21823246,20088422,1573526710801126536,1573526710822924633
95,200,21476759,19701046,1573526710822955423,1573526710844284869
96,200,20295519,18649060,1573526710844438284,1573526710864678555
97,200,20300054,18315519,1573526710864739482,1573526710885016733
98,200,19686364,17840135,1573526710885044472,1573526710904707524
99,200,20428434,18320822,1573526710904735793,1573526710925140834
100,200,25961092,23517596,1573526710925169308,1573526710951107868
101,200,20819530,19004384,1573526710951137648,1573526710971929293
102,200,19868765,18065586,1573526710971967539,1573526710991813375
103,200,21848003,20126031,1573526710991841402,1573526711013668864
104,200,19966631,18382452,1573526711013694325,1573526711033641271
105,200,21437676,19629558,1573526711033665689,1573526711055083124
106,200,20799335,18991305,1573526711055108368,1573526711075887286
107,200,22545727,20520709,1573526711075912579,1573526711098437834
108,200,20062027,18096057,1573526711098463463,1573526711118505069
109,200,22287292,20194124,1573526711118530398,1573526711140782883
110,200,19505349,17836121,1573526711140824133,1573526711160308701
111,200,21189746,19237612,1573526711160334539,1573526711181499359
112,200,20929567,19079778,1573526711181529483,1573526711202402460
113,200,19360297,17587265,1573526711202464752,1573526711221749413
114,200,26346560,23468313,1573526711221830647,1573526711248154524
115,200,20813297,18969785,1573526711248182221,1573526711268975384
116,200,21870341,18859481,1573526711269000516,1573526711290835553
117,200,20177116,18423139,1573526711290876034,1573526711311030455
118,200,24563140,22677846,1573526711311058160,1573526711335584473
119,200,29140655,27669301,1573526711335628009,1573526711364748748
120,200,21953101,18826908,1573526711364773782,1573526711386700657
121,200,21465532,19760327,1573526711386733449,1573526711408178554
122,200,20511410,18825790,1573526711408204138,1573526711428692580
123,200,19773223,18044865,1573526711428720584,1573526711448473858
124,200,20355249,18571944,1573526711448498777,1573526711468831180
125,200,20796206,18071375,1573526711468859117,1573526711489634675
126,200,21448740,18369328,1573526711489660332,1573526711511087335
127,200,21666585,19930515,1573526711511113985,1573526711532749576
128,200,20717651,18081774,1573526711532785809,1573526711553404134
129,200,21167493,18990715,1573526711553509397,1573526711574649173
130,200,41783609,36791493,1573526711574682370,1573526711616443161
131,200,22519820,19214198,1573526711616471343,1573526711638943261
132,503,1098427,1098427:1210082:2011676:1341455:1171116,1573526711638999718,1573526711686717393
137,200,20046280,16811086,1573526711696940336,1573526711716955625
138,200,19957826,17269029,1573526711716994047,1573526711736925598
139,200,19649459,17403742,1573526711736958460,1573526711756420307
140,200,20893006,19038632,1573526711756617446,1573526711777485883
141,200,22519948,20619161,1573526711777515609,1573526711800012944
142,200,20173380,18448414,1573526711800040655,1573526711820185403
143,200,21684627,19461135,1573526711820219321,1573526711841874592
144,200,19800007,17879069,1573526711841908912,1573526711861679618
145,200,19649871,17702645,1573526711861714029,1573526711881311696
146,200,20724688,18456214,1573526711881370500,1573526711902075704
147,200,20574316,18458387,1573526711902100396,1573526711922644888
148,200,22434052,20990669,1573526711922679877,1573526711945094614
149,200,26204093,22512427,1573526711945118930,1573526711971302694
150,200,21694621,19847969,1573526711971328020,1573526711992991922
151,200,21901884,19396968,1573526711993028060,1573526712014909705
152,200,20565980,18776653,1573526712014934981,1573526712035467878
153,200,20791464,19225352,1573526712035506158,1573526712056277899
154,200,20409263,18782517,1573526712056302482,1573526712076682212
155,200,20957666,19473861,1573526712076716865,1573526712097653417
156,200,21925993,19292986,1573526712097680774,1573526712119575137
157,200,21355922,19623435,1573526712119612344,1573526712140945615
158,200,20629669,18696323,1573526712140973641,1573526712161571855
159,200,20106917,18228797,1573526712161608697,1573526712181690217
160,200,21569729,19099528,1573526712181720472,1573526712203261089
161,200,22512318,20422823,1573526712203295262,1573526712225777039
162,200,21678652,19702876,1573526712225812774,1573526712247470504
163,200,21439576,19401981,1573526712247496490,1573526712268914749
164,200,22478182,19666642,1573526712268941013,1573526712291396591
165,200,21505101,19442747,1573526712291424120,1573526712312905212
166,200,21774966,18475447,1573526712312934805,1573526712334665374
167,200,22770926,20703061,1573526712334715144,1573526712357461453
168,200,20022376,17983057,1573526712357491111,1573526712377493005
169,200,21796312,18913068,1573526712377518722,1573526712399283417
170,200,22192765,20372779,1573526712399322249,1573526712421494465
171,200,20861449,18467315,1573526712421520155,1573526712442360630
172,200,20109546,18603584,1573526712442386700,1573526712462475232
173,200,20192244,18180525,1573526712462501331,1573526712482632432
174,200,20311554,18771056,1573526712482699464,1573526712502990207
175,200,28936194,27359105,1573526712503015879,1573526712531930967
176,200,21618351,19763659,1573526712531957151,1573526712553554619
177,200,20170825,18832071,1573526712553580714,1573526712573730828
178,200,20537981,19175388,1573526712573756618,1573526712594273565
179,200,21751229,20259358,1573526712594299512,1573526712616029735
180,200,19935260,18346395,1573526712616055798,1573526712635969238
181,200,22172705,20740074,1573526712635996458,1573526712658146662
182,200,19607959,18239821,1573526712658174771,1573526712677759028
183,200,20003556,18240274,1573526712677788990,1573526712697771292
184,200,19504198,18108656,1573526712697797697,1573526712717280553
185,200,20346401,19009397,1573526712717306814,1573526712737632477
186,200,20153613,18741678,1573526712737658070,1573526712757789821
187,200,19987445,18439210,1573526712757816736,1573526712777783947
188,200,22014299,20386792,1573526712777809258,1573526712799800568
189,200,20214810,18840281,1573526712799828442,1573526712820020477
190,200,20857566,19533800,1573526712820048304,1573526712840844469
191,200,23065384,21623525,1573526712840911750,1573526712863955450
192,200,23127436,21831405,1573526712863982007,1573526712887084272
193,200,22174897,20650489,1573526712887115884,1573526712909264475
194,200,21343284,19924001,1573526712909297411,1573526712930620089
195,200,19054413,17748276,1573526712930646012,1573526712949680274
196,200,19150886,17058841,1573526712949705506,1573526712968836381
197,200,19960589,18223502,1573526712968861484,1573526712988801821
198,200,19809094,18155923,1573526712988827217,1573526713008609745
199,200,20646135,19188760,1573526713008641585,1573526713029254418
200,200,20203518,18865027,1573526713029292753,1573526713049475344
201,200,19544848,17987805,1573526713049501276,1573526713069016839
202,200,19893384,17940355,1573526713069051182,1573526713088923530
203,200,21728946,19725845,1573526713088949499,1573526713110648946
204,200,20706171,18962554,1573526713110695641,1573526713131381103
205,200,20098519,18485394,1573526713131406657,1573526713151475924
206,200,20656260,19062341,1573526713151510154,1573526713172143064
207,200,20397958,18901663,1573526713172171486,1573526713192539681
208,200,20623429,19215678,1573526713192574579,1573526713213177262
209,200,22926135,20846590,1573526713213202899,1573526713236074323
210,200,22086011,20440726,1573526713236134763,1573526713258168974
211,200,22824727,21038591,1573526713258226436,1573526713281020419
212,200,20725078,19011616,1573526713281057812,1573526713301760007
213,200,21384971,19046591,1573526713301788092,1573526713323153096
214,200,20566851,18930189,1573526713323204545,1573526713343749139
215,200,21201161,19730749,1573526713343776510,1573526713364949291
216,200,20086603,18693871,1573526713365025438,1573526713385092452
217,200,19487699,17880717,1573526713385117030,1573526713404582685
218,200,19076004,17737887,1573526713404609862,1573526713423656612
219,200,20036454,18607880,1573526713423690902,1573526713443673202
220,200,19914637,18437168,1573526713443733120,1573526713463625727
221,200,20593863,19106567,1573526713463652840,1573526713484190115
222,200,20619766,19219556,1573526713484252225,1573526713504852613
223,200,19752634,18424822,1573526713504876927,1573526713524606558
224,200,20321716,18900280,1573526713524634746,1573526713544907437
225,200,19772648,18545607,1573526713544961823,1573526713564710011
226,200,20417264,19070964,1573526713564739467,1573526713585096295
227,200,19699911,17660952,1573526713585162938,1573526713604842818
228,200,19014876,17709670,1573526713604867747,1573526713623849459
229,200,19969267,18389396,1573526713623889199,1573526713643831884
230,200,20650682,19111128,1573526713643864971,1573526713664479885
231,200,19783572,18371617,1573526713664522313,1573526713684278364
232,200,19711284,17773530,1573526713684312392,1573526713704003581
233,200,20037341,18513741,1573526713704028780,1573526713724041562
234,200,20418247,18908686,1573526713724071482,1573526713744428436
235,200,20294356,18870177,1573526713744496283,1573526713764719659
236,200,20049581,18575953,1573526713764797642,1573526713784820369
237,200,20903800,19374405,1573526713784854043,1573526713805726843
238,200,21880800,19055915,1573526713805763459,1573526713827598582
239,200,19555541,18221017,1573526713827651471,1573526713847177879
240,200,20292646,18936638,1573526713847213531,1573526713867485837
241,200,19528711,17964412,1573526713867511355,1573526713887018205
242,200,18493227,17154457,1573526713887044984,1573526713905518216
243,200,21115948,19099778,1573526713905543088,1573526713926637835
244,200,21076079,19693005,1573526713926664164,1573526713947718964
245,200,18955668,17620546,1573526713947745255,1573526713966680146
246,200,20076396,18641223,1573526713966705778,1573526713986761447
247,200,21868458,20294494,1573526713986787164,1573526714008635548
248,200,20460820,19007566,1573526714008660573,1573526714029098329
249,200,19790081,18175472,1573526714029126224,1573526714048886642
250,200,19846879,18435819,1573526714048954036,1573526714068746360
251,200,20199677,18788367,1573526714068806474,1573526714088976488
252,200,20749021,18674543,1573526714089011401,1573526714109730511
253,200,20664046,19047971,1573526714109765545,1573526714130398584
254,200,20656056,19087731,1573526714130435102,1573526714151060973
255,200,21675903,19950800,1573526714151096472,1573526714172742040
256,200,26281474,23121632,1573526714172777787,1573526714199040394
257,200,18938911,17383853,1573526714199095755,1573526714218005568
258,200,20781191,18803160,1573526714218039724,1573526714238772126
259,200,21316733,19616339,1573526714238826239,1573526714260122243
260,200,19499870,17894388,1573526714260147966,1573526714279625014
261,200,18978208,17335509,1573526714279679599,1573526714298630889
262,200,20995331,19311075,1573526714298662770,1573526714319628382
263,200,21356755,19447716,1573526714319695320,1573526714341032264
264,200,21965558,19638105,1573526714341057125,1573526714363002126
265,200,20516864,18934102,1573526714363027776,1573526714383492773
266,503,1089325,1089325:917446:829499:962372:834950,1573526714383550411,1573526714428947812
271,200,21532030,19646144,1573526714439145001,1573526714460380253
272,200,20263835,18808417,1573526714460682703,1573526714480893158
273,200,19119465,17725752,1573526714480952267,1573526714500041920
274,200,20605061,19011779,1573526714500076696,1573526714520660344
275,200,21952334,20254118,1573526714520686955,1573526714542619220
276,200,20953733,19292277,1573526714542672234,1573526714563598731
277,200,22723940,21043004,1573526714563631962,1573526714586307111
278,200,21661248,19965675,1573526714586362437,1573526714607990451
279,200,19734692,18069376,1573526714608030175,1573526714627694234
280,200,21019253,19077869,1573526714627771879,1573526714648763986
281,200,21017119,19370247,1573526714648798414,1573526714669776944
282,200,20849753,18325959,1573526714669825293,1573526714690634803
283,200,22576869,20658767,1573526714690683735,1573526714713180209
284,200,21875610,19356801,1573526714713268447,1573526714735078226
285,200,21797983,20068020,1573526714735151420,1573526714756885575
286,200,21853434,19017116,1573526714756958250,1573526714778776408
287,200,20842570,19008805,1573526714778818813,1573526714799611443
288,200,21248066,19254674,1573526714799670045,1573526714820846330
289,200,22038826,19692988,1573526714820925104,1573526714842907987
290,200,22044442,20465551,1573526714842974381,1573526714864932406
291,200,20605219,18388630,1573526714865024988,1573526714885610599
292,200,19531787,18030152,1573526714885635353,1573526714905136996
293,200,20802666,18904460,1573526714905174171,1573526714925921299
294,200,22564637,20944834,1573526714925982853,1573526714948517957
295,200,20547765,18971287,1573526714948554425,1573526714969071209
296,200,22017520,19894726,1573526714969107487,1573526714991043261
297,200,19625469,17993475,1573526714991131410,1573526715010736386
298,200,20742514,19050875,1573526715010762199,1573526715031481762
299,200,21271469,19693130,1573526715031540384,1573526715052781772
300,200,21120430,19485498,1573526715052817078,1573526715073868245
301,200,26229010,23044634,1573526715073942964,1573526715100151677
302,200,27179001,23735271,1573526715100204558,1573526715127360176
303,200,23151367,21085683,1573526715127388811,1573526715150510438
304,200,20263367,18133672,1573526715150576998,1573526715170817337
305,200,19919203,18539990,1573526715170876255,1573526715190765430
306,200,19815142,18225576,1573526715190800619,1573526715210586686
307,200,19950550,18239874,1573526715210652499,1573526715230573451
308,200,20305790,18846070,1573526715230634639,1573526715250919959
309,200,20156535,18628624,1573526715250945469,1573526715271072688
310,200,21571369,19810174,1573526715271143474,1573526715292665922
311,200,21201177,19537300,1573526715292720718,1573526715313894724
312,200,21223266,19156337,1573526715313928408,1573526715335128274
313,200,20314740,18850748,1573526715335157383,1573526715355451316
314,200,20316699,18671570,1573526715355477186,1573526715375764707
315,200,20767042,19046554,1573526715375830828,1573526715396575262
316,200,20451150,18613998,1573526715396602958,1573526715416989222
317,200,23454038,21061089,1573526715417059580,1573526715440493630
318,200,21855835,20311675,1573526715440548394,1573526715462377744
319,200,23090822,21417075,1573526715462413237,1573526715485482222
320,200,20561011,18894404,1573526715485509014,1573526715506049382
321,200,20645922,18142192,1573526715506075318,1573526715526669285
322,200,21177837,19405781,1573526715526726876,1573526715547879685
323,200,21538325,19687338,1573526715547909889,1573526715569396629
324,200,23123463,20755003,1573526715569453963,1573526715592316691
325,200,20410600,18981454,1573526715592583098,1573526715612963939
326,200,20929395,19146508,1573526715612998712,1573526715633902498
327,200,21919213,19523771,1573526715633934415,1573526715655754690
328,200,22898826,21107845,1573526715655895479,1573526715678764432
329,200,24163652,22051304,1573526715678801017,1573526715702789397
330,200,20495146,18814653,1573526715702975112,1573526715723421501
331,200,26268671,24650133,1573526715723479238,1573526715749714144
332,200,25730875,23898619,1573526715749754799,1573526715775448388
333,200,25379806,23819403,1573526715775492386,1573526715800789556
334,200,21021555,19374772,1573526715800879509,1573526715821860137
335,200,24674962,22543305,1573526715821908208,1573526715846561131
336,200,22118473,20460678,1573526715846588220,1573526715868675953
337,200,21344857,19486701,1573526715868714349,1573526715889989720
338,200,20904148,18300019,1573526715890065665,1573526715910935532
339,200,25804654,23819827,1573526715910977644,1573526715936752014
340,200,22228155,20608889,1573526715936789427,1573526715958992436
341,200,20308439,18700910,1573526715959024255,1573526715979298396
342,200,21542009,19694544,1573526715979339387,1573526716000811792
343,200,20301030,18310335,1573526716000888375,1573526716021157938
344,200,20581937,18820160,1573526716021196640,1573526716041729930
345,200,20297780,18188003,1573526716041784446,1573526716062061566
346,200,25877201,23917170,1573526716062087168,1573526716087933611
347,200,22274591,20451185,1573526716087969394,1573526716110222629
348,200,19789459,18306258,1573526716110249094,1573526716130017494
349,200,19118570,17455825,1573526716130043779,1573526716149132518
350,200,20568097,18810120,1573526716149167526,1573526716169708719
351,200,19342186,17787511,1573526716169785699,1573526716189071476
352,200,21436635,18451668,1573526716189133583,1573526716210548120
353,200,20973548,19501001,1573526716210575335,1573526716231493823
354,200,20019853,18561304,1573526716231554433,1573526716251545906
355,200,19923076,18517841,1573526716251580846,1573526716271481066
356,200,19055346,17628660,1573526716271539212,1573526716290571543
357,200,18953941,17503465,1573526716290629928,1573526716309553936
358,200,21237809,19322804,1573526716309589169,1573526716330766476
359,200,26247459,24576350,1573526716330832765,1573526716357059925
360,200,25830787,22891027,1573526716357114480,1573526716382924723
361,200,19917389,18399607,1573526716382950350,1573526716402845093
362,200,20454169,19001265,1573526716402872830,1573526716423306898
363,200,21206750,19729453,1573526716423360032,1573526716444547617
364,200,24499839,22447415,1573526716444571756,1573526716469050671
365,200,22498437,20397907,1573526716469076594,1573526716491545951
366,200,20676715,19009977,1573526716491611764,1573526716512265942
367,200,20276770,18493727,1573526716512293656,1573526716532550223
368,200,19728597,17893437,1573526716532604576,1573526716552310995
369,200,22803698,20156885,1573526716552361652,1573526716575142849
370,200,22130927,20482125,1573526716575200870,1573526716597309482
371,200,21419129,19664822,1573526716597338132,1573526716618727587
372,200,18843715,17540429,1573526716618762547,1573526716637585725
373,200,22425086,20544572,1573526716637611247,1573526716660006638
374,200,20833558,19223094,1573526716660067702,1573526716680876219
375,200,20682602,18665477,1573526716680906561,1573526716701557231
376,200,21101058,19350581,1573526716701594478,1573526716722674421
377,200,21062610,19359606,1573526716722700626,1573526716743732633
378,200,25238565,23557042,1573526716743768424,1573526716768986538
379,200,23612008,20109520,1573526716769012008,1573526716792590756
380,200,24185221,20411406,1573526716792630701,1573526716816775190
381,200,22160665,20650748,1573526716816821617,1573526716838961549
382,200,19893768,18144349,1573526716838987347,1573526716858843193
383,200,22608092,20854673,1573526716858887733,1573526716881416579
384,200,24072823,22319766,1573526716881502690,1573526716905550070
385,200,20863306,18981009,1573526716905581728,1573526716926424125
386,200,22186533,20025844,1573526716926450363,1573526716948608656
387,200,20280081,18506648,1573526716948642042,1573526716968867571
388,200,22084680,19684396,1573526716968929342,1573526716990975473
389,200,24622516,22741370,1573526716991020737,1573526717015617426
390,200,20267704,18527784,1573526717015649723,1573526717035887404
391,200,21909673,20110578,1573526717035924096,1573526717057771583
392,200,21573282,19647612,1573526717057840650,1573526717079384127
393,200,21644686,19982838,1573526717079421185,1573526717101038575
394,200,21365598,18863662,1573526717101073048,1573526717122409106
395,200,19397501,17818739,1573526717122445192,1573526717141816057
396,200,18919302,17237831,1573526717141849330,1573526717160688825
397,200,21253653,19599320,1573526717160775816,1573526717182000262
398,200,19623816,18112739,1573526717182036041,1573526717201630434
399,200,18636439,17066519,1573526717201666322,1573526717220271349
400,503,1578839,1578839:1460066:1145159:1390020:1042882,1573526717220309733,1573526717267921563
405,200,20637765,18726702,1573526717278166496,1573526717298769124
406,200,22776246,20814685,1573526717298811086,1573526717321514967
407,200,26849270,22215432,1573526717321594604,1573526717348405737
408,200,23698690,21817025,1573526717348450474,1573526717372111725
409,200,23215146,21668319,1573526717372155935,1573526717395343371
410,200,21668153,19664605,1573526717395377752,1573526717417007596
411,200,20878253,18763052,1573526717417052557,1573526717437903931
412,200,20603175,18100889,1573526717437937311,1573526717458500592
413,200,21192089,19222069,1573526717458547461,1573526717479614924
414,200,20460900,18751997,1573526717479747562,1573526717500187922
415,200,20697240,18884099,1573526717500213664,1573526717520881062
416,200,21103954,19386792,1573526717520916277,1573526717541999741
417,200,26761955,24682115,1573526717542025247,1573526717568766818
418,200,21603599,19281406,1573526717568792198,1573526717590372510
419,200,20178056,17930852,1573526717590401152,1573526717610558654
420,200,21436431,19686226,1573526717610584206,1573526717631997516
421,200,20910497,19250678,1573526717632056048,1573526717652937200
422,200,22309385,19081908,1573526717652971805,1573526717675250142
423,200,19122175,17664984,1573526717675286262,1573526717694346287
424,200,19867056,17632264,1573526717694414179,1573526717714234113
425,200,20174130,18101450,1573526717714289180,1573526717734440141
426,200,22373449,20169294,1573526717734514644,1573526717756850680
427,200,21435456,19266133,1573526717756895583,1573526717778268901
428,200,24143025,22680575,1573526717778338053,1573526717802443912
429,200,23297897,21674406,1573526717802488186,1573526717825709078
430,200,22465710,20187199,1573526717825793750,1573526717848222148
431,200,21138151,19145935,1573526717848266573,1573526717869367862
432,200,21287815,19208065,1573526717869411493,1573526717890621437
433,200,20622201,18991139,1573526717890707681,1573526717911304247
434,200,22147866,20379289,1573526717911335527,1573526717933398730
435,200,21569528,19129795,1573526717933490687,1573526717955000837
436,200,19621259,18100963,1573526717955065802,1573526717974665689
437,200,20978699,19725087,1573526717974692022,1573526717995647329
438,200,19942853,18704471,1573526717995676029,1573526718015597809
439,200,25586352,23754126,1573526718015668274,1573526718041200044
440,200,20090550,18467025,1573526718041260040,1573526718061308920
441,200,23210746,19401306,1573526718061359310,1573526718084536372
442,200,20545611,18719805,1573526718084576227,1573526718105031280
443,200,20072031,18112083,1573526718105130258,1573526718125172916
444,200,19418139,17551337,1573526718125209371,1573526718144562614
445,200,21685701,20141690,1573526718144634257,1573526718166282935
446,200,19753182,18187450,1573526718166326935,1573526718185990773
447,200,20243191,18412284,1573526718186088772,1573526718206306612
448,200,21042766,19460445,1573526718206338416,1573526718227297195
449,200,20986218,19414220,1573526718227389812,1573526718248282607
450,200,21600539,19836333,1573526718248383107,1573526718269956358
451,200,23859787,21305716,1573526718269990105,1573526718293771094
452,200,21135372,18157619,1573526718293856798,1573526718314960499
453,200,25118615,23436686,1573526718314999501,1573526718340076239
454,200,19321927,18136547,1573526718340127465,1573526718359416242
455,200,20018267,18401465,1573526718359455252,1573526718379446623
456,200,20610098,19125940,1573526718379479872,1573526718400060533
457,200,20677950,19282523,1573526718400096374,1573526718420747972
458,200,20633866,19277158,1573526718420779486,1573526718441384623
459,200,21319707,19710191,1573526718441461215,1573526718462746413
460,200,19950680,18111925,1573526718462787053,1573526718482706119
461,200,19588766,17755276,1573526718482744027,1573526718502301163
462,200,20558932,18370824,1573526718502338813,1573526718522874678
463,200,21280672,19524759,1573526718522903183,1573526718544162322
464,200,21200033,19673470,1573526718544189035,1573526718565368060
465,200,20520496,18888105,1573526718565394365,1573526718585893435
466,200,20907856,19216470,1573526718585919961,1573526718606805893
467,200,22045478,20422644,1573526718606832867,1573526718628856637
468,200,20601926,18867370,1573526718628883620,1573526718649394264
469,200,20667836,18877003,1573526718649492119,1573526718670135159
470,200,19662313,18325833,1573526718670166260,1573526718689806057
471,200,21441136,19519660,1573526718689833762,1573526718711253767
472,200,20967009,19474944,1573526718711280067,1573526718732214013
473,200,21159720,19400023,1573526718732253179,1573526718753382163
474,200,20480498,18486663,1573526718753620603,1573526718774067676
475,200,19823593,18461389,1573526718774107144,1573526718793898281
476,200,25651047,24075349,1573526718793936369,1573526718819566934
477,200,21199788,18928671,1573526718819592519,1573526718840333214
478,200,19988937,18524153,1573526718840799518,1573526718860765293
479,200,19799234,18165617,1573526718860793631,1573526718880569995
480,200,20976185,19296931,1573526718880599447,1573526718901554149
481,200,21307020,18782912,1573526718901580817,1573526718922857645
482,200,21054893,19423194,1573526718922893283,1573526718943921557
483,200,20766416,19195017,1573526718943954879,1573526718964678413
484,200,20106963,18682975,1573526718964727474,1573526718984813966
485,200,22272745,18869680,1573526718984839575,1573526719007071558
486,200,27737162,26259648,1573526719007119107,1573526719034835538
487,200,24902473,23405169,1573526719034861308,1573526719059734461
488,200,19286998,17928537,1573526719059768843,1573526719079034607
489,200,21902878,20366026,1573526719079060921,1573526719100934311
490,200,20943838,18512139,1573526719100968923,1573526719121874109
491,200,19976835,18218335,1573526719121918070,1573526719141868196
492,200,18807202,17168217,1573526719141901348,1573526719160679289
493,200,20027795,18632499,1573526719160715180,1573526719180702973
494,200,19771135,18383052,1573526719180751561,1573526719200495572
495,200,19473643,18112070,1573526719200529356,1573526719219980074
496,200,20609794,19334031,1573526719220008181,1573526719240597902
497,200,21158028,19752774,1573526719240622948,1573526719261760808
498,200,19668049,17816410,1573526719261786054,1573526719281394941
499,200,20068009,18703783,1573526719281460014,1573526719301507479
500,200,23490850,20798812,1573526719301533266,1573526719324319320
501,200,21599776,19575426,1573526719325124960,1573526719346666925
502,200,20496279,18962578,1573526719346730352,1573526719367206372
503,200,20728367,19200526,1573526719367277819,1573526719387983975
504,200,19550838,17861267,1573526719388016379,1573526719407546954
505,200,19823990,18225313,1573526719407599768,1573526719427404393
506,200,22019128,20431533,1573526719427428860,1573526719449394953
507,200,20859341,19341584,1573526719449454092,1573526719470291423
508,200,20140712,18188047,1573526719470318533,1573526719490370525
